"","t","month","fighter","interest","region","country.etc","pop","lat","long","capital"
"976",196,2020-04-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"977",196,2020-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"978",196,2020-04-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"979",196,2020-04-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"980",196,2020-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"981",197,2020-05-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"982",197,2020-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"983",197,2020-05-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"984",197,2020-05-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"985",197,2020-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"986",198,2020-06-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"987",198,2020-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"988",198,2020-06-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"989",198,2020-06-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"990",198,2020-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"991",199,2020-07-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"992",199,2020-07-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"993",199,2020-07-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"994",199,2020-07-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"995",199,2020-07-01,"jorge",3,"Miami","USA",386740,25.78,-80.21,0
"996",200,2020-08-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"997",200,2020-08-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"998",200,2020-08-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"999",200,2020-08-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1000",200,2020-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1001",201,2020-09-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1002",201,2020-09-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1003",201,2020-09-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1004",201,2020-09-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1005",201,2020-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1006",202,2020-10-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"1007",202,2020-10-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1008",202,2020-10-01,"khabib",14,"Moscow","Russia",10472629,55.75,37.62,1
"1009",202,2020-10-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1010",202,2020-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1011",203,2020-11-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1012",203,2020-11-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1013",203,2020-11-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"1014",203,2020-11-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1015",203,2020-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1016",204,2020-12-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"1017",204,2020-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1018",204,2020-12-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1019",204,2020-12-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"1020",204,2020-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1021",205,2021-01-01,"conor",19,"Dublin","Ireland",1030431,53.33,-6.25,1
"1022",205,2021-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1023",205,2021-01-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"1024",205,2021-01-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"1025",205,2021-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1026",206,2021-02-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1027",206,2021-02-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1028",206,2021-02-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1029",206,2021-02-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"1030",206,2021-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1031",207,2021-03-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1032",207,2021-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1033",207,2021-03-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1034",207,2021-03-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1035",207,2021-03-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1036",208,2021-04-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"1037",208,2021-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1038",208,2021-04-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1039",208,2021-04-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"1040",208,2021-04-01,"jorge",2,"Miami","USA",386740,25.78,-80.21,0
"1041",209,2021-05-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1042",209,2021-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1043",209,2021-05-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1044",209,2021-05-01,"floyd",4,"Grand Rapids","USA",193006,42.96,-85.66,0
"1045",209,2021-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1046",210,2021-06-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"1047",210,2021-06-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"1048",210,2021-06-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1049",210,2021-06-01,"floyd",28,"Grand Rapids","USA",193006,42.96,-85.66,0
"1050",210,2021-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1051",211,2021-07-01,"conor",18,"Dublin","Ireland",1030431,53.33,-6.25,1
"1052",211,2021-07-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1053",211,2021-07-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"1054",211,2021-07-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1055",211,2021-07-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1056",212,2021-08-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1057",212,2021-08-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1058",212,2021-08-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1059",212,2021-08-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1060",212,2021-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1061",213,2021-09-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"1062",213,2021-09-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1063",213,2021-09-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1064",213,2021-09-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1065",213,2021-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1066",214,2021-10-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"1067",214,2021-10-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1068",214,2021-10-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1069",214,2021-10-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1070",214,2021-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1071",215,2021-11-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1072",215,2021-11-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1073",215,2021-11-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1074",215,2021-11-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1075",215,2021-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1076",216,2021-12-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1077",216,2021-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1078",216,2021-12-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1079",216,2021-12-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1080",216,2021-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1081",217,2022-01-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1082",217,2022-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1083",217,2022-01-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1084",217,2022-01-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1085",217,2022-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1086",218,2022-02-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1087",218,2022-02-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1088",218,2022-02-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1089",218,2022-02-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1090",218,2022-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1091",219,2022-03-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1092",219,2022-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1093",219,2022-03-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1094",219,2022-03-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1095",219,2022-03-01,"jorge",2,"Miami","USA",386740,25.78,-80.21,0
"1096",220,2022-04-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1097",220,2022-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1098",220,2022-04-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1099",220,2022-04-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1100",220,2022-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1101",221,2022-05-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1102",221,2022-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1103",221,2022-05-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1104",221,2022-05-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1105",221,2022-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1106",222,2022-06-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1107",222,2022-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"1108",222,2022-06-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1109",222,2022-06-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1110",222,2022-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1111",223,2022-07-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1112",223,2022-07-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"1113",223,2022-07-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1114",223,2022-07-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1115",223,2022-07-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1116",224,2022-08-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1117",224,2022-08-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"1118",224,2022-08-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1119",224,2022-08-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1120",224,2022-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"1121",225,2022-09-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"1122",225,2022-09-01,"nate",2,"Stockton","USA",299188,37.97,-121.31,0
"1123",225,2022-09-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"1124",225,2022-09-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"1125",225,2022-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
